Pos;Latitud;Longitud;Cuenca;Distancia;Variacion;area;EC;Rosa;Regadios
0;41.14561833;-4.97712239;Zapardiel;16162.21343;110.002;2121.539;13;-0.201243557;113
1;41.05588081;-5.080377775;Trabancos;10215.4459;113.95;17791.846;40;-0.187583302;65
2;41.05598881;-5.122044418;Trabancos;13181.50892;118.331;630.254;22;-0.187583302;61
3;41.05777262;-4.979380085;Zapardiel;6407.321194;105.292;543.008;18;-0.196243557;73
4;41.05996008;-5.107967002;Trabancos;12380.01485;117.176;231.006;29;-0.182583302;79
5;41.06006786;-5.018817181;Zapardiel;7277.249927;108.88;869.02;25;-0.201243557;62
6;41.06204209;-5.038064335;Zapardiel;8252.121175;110.679;719.055;33;-0.196243557;66
7;41.0626931;-4.987926093;Zapardiel;6952.364686;106.363;328.764;21;-0.196243557;52
8;41.06283189;-5.021137365;Zapardiel;7637.129616;109.286;522.546;25;-0.201243557;66
9;41.06509447;-5.068820756;Trabancos;10158.70609;113.75;199.011;38;-0.187583302;58
10;41.0659917;-5.047228105;Zapardiel;9052.81534;111.845;839.059;31;-0.201243557;62
11;41.06589338;-5.125209893;Trabancos;13958.59171;119.63;375.005;21;-0.192583302;70
12;41.0661182;-5.104697213;Trabancos;12535.30637;117.438;413.512;29;-0.182583302;77
13;41.07309727;-5.080946988;Trabancos;11507.9208;115.663;2729.628;33;-0.187583302;79
14;41.07553944;-5.085095057;Trabancos;11946.60079;116.288;728.532;31;-0.192583302;81
15;41.07907149;-5.027936334;Zapardiel;9518.417936;111.16;1178.098;20;-0.191243557;88
16;41.08147577;-5.13935612;Trabancos;15899.09863;122.519;1622.006;8;-0.183923048;50
17;41.0813418;-5.021569563;Zapardiel;9559.695871;110.723;1592.642;19;-0.177583302;89
18;41.08162203;-5.039785157;Zapardiel;10200.2202;112.451;392.53;25;-0.196243557;82
19;41.08224563;-4.956070805;Zapardiel;9406.588005;103.941;382.069;21;-0.187583302;63
20;41.08268057;-4.949792185;Zapardiel;9596.877567;103.212;1041.831;25;-0.199903811;73
21;41.08635653;-5.090871012;Trabancos;13144.46457;117.799;640.525;18;-0.182583302;99
22;41.08708515;-5.078140495;Trabancos;12497.62985;116.568;3953.196;19;-0.192583302;98
23;41.08834959;-5.062264792;Zapardiel;11811.36197;115.144;4851.797;21;-0.192583302;87
24;41.08831707;-4.957020713;Zapardiel;10043.1394;104.31;466.898;24;-0.196243557;70
25;41.08975068;-5.04394819;Zapardiel;11162.90372;113.46;841.062;19;-0.192583302;86
26;41.10439268;-4.969346363;Zapardiel;11637.23741;106.523;448.84;24;-0.196243557;96
27;41.10548705;-4.965572074;Zapardiel;11794.95301;106.126;600.96;23;-0.196243557;99
28;41.10568029;-4.964606462;Zapardiel;11826.98911;106.021;1148.386;23;-0.196243557;99
29;41.10634753;-4.972416847;Zapardiel;11829.65324;107;755.153;24;-0.196243557;85
30;41.10950462;-5.018840722;Zapardiel;12495.84165;112.3;681.428;14;-0.206243557;100
31;41.1112272;-5.071016807;Zapardiel;14351.50143;117.713;376.02;8;-0.192583302;81
32;41.11134902;-4.975386211;Zapardiel;12366.73332;107.628;1515.437;23;-0.206243557;99
33;41.11263067;-4.96877632;Zapardiel;12552.22737;106.909;1352.195;23;-0.201243557;108
34;41.12585549;-4.989218088;Zapardiel;13965.55504;110.099;14144.904;16;-0.201243557;154
35;40.96694055;-5.097049425;Trabancos;8463.011308;102.615;745.024;5;-0.199903811;30
36;41.00103722;-4.940027408;Zapardiel;3043.663503;99.519;666.326;12;-0.196243557;17
37;41.00412813;-5.038919634;Zapardiel;4664.826258;103.689;452.034;21;-0.204903811;75
38;41.00570281;-5.069824648;Trabancos;7270.110747;106.398;7955.428;28;-0.192583302;38
39;41.01070711;-5.060400965;Trabancos;6556.291182;106.376;285.517;29;-0.209903811;35
40;41.01279071;-5.06009692;Trabancos;6576.421903;106.651;1368.582;29;-0.209903811;38
41;41.01311857;-5.067170182;Trabancos;7166.127946;107.337;317.017;31;-0.201243557;32
42;41.01400798;-5.055109564;Trabancos;6199.20139;106.423;768.549;29;-0.209903811;37
43;41.01434995;-5.019958389;Zapardiel;3431.231915;104.119;971.794;22;-0.177583302;113
44;41.01463893;-5.083576621;Trabancos;8552.78905;109.154;205.009;32;-0.197583302;32
45;41.0167373;-5.065447543;Trabancos;7117.177473;107.726;2501.642;32;-0.209903811;35
46;41.0184459;-5.048151677;Trabancos;5787.705737;106.537;3108.716;32;-0.201243557;36
47;41.02149803;-5.048273739;Trabancos;5924.380737;106.978;435.029;34;-0.201243557;28
48;41.02171111;-5.025392115;Zapardiel;4243.917928;105.417;392.535;28;-0.191243557;70
49;41.02336346;-5.059113694;Trabancos;6845.17872;108.136;570.535;34;-0.209903811;29
50;41.02523559;-5.044277089;Trabancos;5804.902271;107.204;643.046;37;-0.191243557;32
51;41.02818789;-5.093358301;Trabancos;9733.167482;112.044;1218.544;35;-0.192583302;36
52;41.03595674;-5.124852624;Trabancos;15299.64104;116.579;48968.622;18;-0.187583302;16
53;41.03161558;-5.074752425;Trabancos;8415.876686;110.614;14070.732;41;-0.201243557;37
54;41.03102504;-5.101411166;Trabancos;10475.84928;113.299;1242.539;36;-0.182583302;38
55;41.03408742;-5.100930111;Trabancos;10553.94144;113.609;671.521;37;-0.182583302;48
56;41.03420438;-5.012105488;Zapardiel;4470.528732;106.004;820.34;29;-0.201243557;66
57;41.03441288;-5.097210833;Trabancos;10275.60812;113.254;584.52;37;-0.182583302;49
58;41.03713463;-5.095146675;Trabancos;10231.81407;113.343;570.02;37;-0.192583302;48
59;41.03750378;-5.115269611;Trabancos;11816.03863;115.616;1069.523;29;-0.187583302;34
60;41.03798626;-4.990432356;Zapardiel;4237.327072;104.866;704.934;13;-0.196243557;100
61;41.03808211;-4.958120725;Zapardiel;4728.834805;102.48;1871.114;14;-0.191243557;94
62;41.03829318;-5.11557379;Trabancos;11870.92011;115.727;649.513;28;-0.187583302;38
63;41.03891887;-5.057040409;Trabancos;7519.889941;109.943;4955.817;42;-0.196243557;28
64;41.03899607;-5.065913733;Trabancos;8147.693263;110.717;1053.56;44;-0.196243557;38
65;41.03959488;-5.061221331;Trabancos;7852.456375;110.391;708.043;42;-0.196243557;30
66;41.0429774;-5.064172292;Trabancos;8269.621699;111.045;810.047;43;-0.196243557;33
67;41.04351914;-5.049555229;Trabancos;7337.267284;109.841;4339.809;41;-0.196243557;20
68;41.04312137;-5.038270909;Trabancos;6618.332781;108.871;808.562;39;-0.196243557;26
69;41.04632255;-4.959232878;Zapardiel;5523.638094;102.94;12148.791;17;-0.196243557;96
70;41.04974139;-5.077484179;Trabancos;9617.29573;113.036;4694.234;44;-0.196243557;49
71;41.04980392;-5.063453247;Trabancos;8680.430581;111.738;1267.075;48;-0.192583302;39
72;41.05378769;-5.060898971;Trabancos;8808.248945;111.913;2948.181;46;-0.192583302;56
73;41.05430115;-5.015228639;Zapardiel;6569.53488;108.085;678.818;27;-0.192583302;46
74;41.02450286;-4.830210472;Zapardiel;123.7946665;87.33;11224.945;21;-0.190262794;370
75;41.02689929;-4.797129686;Zapardiel;806.0962796;81.985;5309.374;22;-0.193923048;308
76;41.02722892;-4.79349704;Zapardiel;890.0387828;81.416;3040.529;22;-0.185262794;289
77;41.02627157;-4.795071162;Zapardiel;763.6235186;81.8;4287.736;22;-0.185262794;303
78;41.02314866;-4.799817198;Zapardiel;359.5236094;83.025;1281.685;22;-0.193923048;319
79;41.02308847;-4.791364373;Zapardiel;462.5811755;81.874;62.205;22;-0.185262794;293
80;41.0224392;-4.793664199;Zapardiel;361.5248418;82.289;1965.776;22;-0.185262794;303
81;41.02286344;-4.763375601;Adaja;1217.571074;78.868;2435.989;17;-0.197583302;295
82;41.02027951;-4.779616909;Adaja;409.2155565;80.974;576.848;22;-0.185262794;278
83;41.01391878;-4.833472719;Zapardiel;452.3368718;89.157;1097.76;21;-0.180262794;387
84;41.01736507;-4.781242735;Adaja;53.54172071;81.732;846.753;22;-0.185262794;296
85;41.01734862;-4.781920019;Adaja;30.13317608;81.813;243.897;22;-0.185262794;300
86;41.00329007;-4.909206883;Zapardiel;1184.166189;97.981;1819.291;13;-0.187583302;20
87;41.01090011;-4.829308198;Zapardiel;908.6307089;88.977;722.286;21;-0.190262794;409
88;41.001342;-4.925560603;Zapardiel;2120.114227;98.902;3143.067;15;-0.191243557;22
89;41.00243722;-4.874888937;Zapardiel;1152.241154;95.154;174.389;15;-0.187583302;128
90;41.00719021;-4.797557937;Adaja;1366.580148;85.531;1098.37;23;-0.185262794;332
91;41.00774581;-4.77734938;Adaja;819.2173367;83.328;379.173;22;-0.193923048;308
92;41.00522781;-4.786563804;Adaja;1381.329824;84.713;3505.121;23;-0.193923048;329
93;41.00085279;-4.799043169;Adaja;2082.930743;86.791;888.995;21;-0.185262794;338
94;40.98788865;-4.898504753;Zapardiel;683.280766;97.272;463.192;19;-0.187583302;63
95;40.99777192;-4.76538205;Adaja;1458.623283;84.458;410.309;19;-0.193923048;310
96;40.97941687;-4.903666305;Zapardiel;979.7878596;97.382;92.059;24;-0.187583302;93
97;40.9721538;-4.925623212;Zapardiel;69.94034625;97.416;1372.613;24;-0.196243557;50
98;40.97880902;-4.858340985;Zapardiel;3536.079742;94.802;499.746;21;-0.183923048;194
99;40.9728359;-4.900742099;Zapardiel;1668.846574;97.124;1204.867;26;-0.173923048;111
100;40.97110602;-4.909415757;Zapardiel;1223.77843;97.247;1162.644;27;-0.187583302;97
101;40.96703276;-4.929265625;Zapardiel;215.3920545;97.007;1306.529;26;-0.191243557;62
102;40.96839225;-4.863267467;Zapardiel;3730.78167;95.403;3337.675;28;-0.170262794;213
103;40.96008412;-4.928861786;Zapardiel;764.4154707;96.43;4437.173;27;-0.173923048;91
104;40.96653588;-4.862222917;Zapardiel;3563.096872;95.363;1599.99;29;-0.180262794;218
105;40.97444414;-4.759689623;Adaja;1310.945192;88.075;450.718;13;-0.212583302;198
106;40.97414676;-4.759458264;Adaja;1293.028273;88.116;1536.802;13;-0.212583302;197
107;40.95782045;-4.927805714;Zapardiel;1004.516672;96.26;817.485;29;-0.183923048;96
108;40.95765527;-4.905048028;Zapardiel;2479.838345;96.615;364.326;32;-0.178923048;146
109;40.96311068;-4.806319908;Adaja;6328.221944;91.462;697.862;21;-0.17660254;182
110;40.95257204;-4.894948227;Zapardiel;1878.725747;96.366;1369.7;41;-0.180262794;160
111;40.9586198;-4.826865566;Adaja;4854.441283;93.029;1388.556;22;-0.185262794;202
112;40.94751961;-4.933387473;Zapardiel;1457.352622;95.061;8857.948;27;-0.170262794;112
113;40.9515678;-4.894015508;Zapardiel;1761.400811;96.318;1088.597;42;-0.180262794;163
114;40.95549805;-4.827530888;Adaja;4637.324252;93.084;422.883;23;-0.185262794;215
115;40.94383332;-4.906349572;Zapardiel;948.9205862;95.888;383.309;41;-0.175262794;149
116;40.9449211;-4.888233386;Zapardiel;1000.314376;96.023;834.111;45;-0.17160254;187
117;40.93661148;-4.907258631;Zapardiel;154.4661723;95.457;942.542;41;-0.175262794;156
118;40.93909235;-4.870877798;Adaja;561.3733562;95.388;3861.105;35;-0.18160254;228
119;40.93536172;-4.906250465;Zapardiel;9.595968637;95.42;3305.938;43;-0.185262794;159
120;40.93990769;-4.854010072;Adaja;1931.401365;94.553;389.624;33;-0.200262794;276
121;40.94636119;-4.78169335;Adaja;3298.266651;89.785;265.098;15;-0.208923048;109
122;40.94030167;-4.84354602;Adaja;2806.120864;93.867;256.621;29;-0.18660254;262
123;40.93844077;-4.856669231;Adaja;1682.498226;94.669;585.148;32;-0.19160254;261
124;40.93126273;-4.904876437;Zapardiel;450.3725045;95.245;385.853;43;-0.17660254;161
125;40.92813191;-4.932153794;Zapardiel;47.04355667;93.25;633.521;29;-0.188923048;135
126;40.94349497;-4.764811784;Adaja;1892.415721;88.818;210.779;12;-0.217583302;95
127;40.93583696;-4.837718044;Adaja;3262.389979;93.214;3665.192;27;-0.195262794;208
128;40.9419668;-4.77459756;Adaja;2720.983278;89.103;4236.349;14;-0.217583302;106
129;40.93448514;-4.845976908;Adaja;2574.512652;93.775;541.94;29;-0.18660254;215
130;40.93482921;-4.838751541;Adaja;3179.245205;93.254;937.941;27;-0.195262794;207
131;40.93072807;-4.862046681;Adaja;1362.783361;94.658;1042.501;32;-0.19160254;212
132;40.92892034;-4.851748667;Adaja;2236.820844;93.904;866.431;32;-0.200262794;212
133;40.92458358;-4.891826252;Zapardiel;1242.031274;95.225;1408.055;37;-0.172942286;162
134;40.92146464;-4.920489369;Zapardiel;111.7081004;93.794;1056.03;30;-0.195262794;146
135;40.93542746;-4.777146043;Adaja;2967.201544;88.505;2814.558;16;-0.217583302;102
136;40.92696938;-4.852565377;Adaja;2263.843133;93.857;250.906;33;-0.200262794;204
137;40.92287097;-4.893081418;Zapardiel;1349.514002;95.149;902.835;37;-0.18160254;151
138;40.92659353;-4.852034594;Adaja;2322.77562;93.8;2140.875;33;-0.200262794;202
139;40.92636367;-4.850677426;Adaja;2436.035453;93.682;361.776;32;-0.200262794;204
140;40.92195996;-4.859590113;Adaja;2135.296575;94.077;523.669;33;-0.200262794;179
141;40.91876989;-4.858238144;Adaja;2648.392911;93.802;2026.77;32;-0.19160254;173
142;40.9156463;-4.877660038;Adaja;1416.267316;94.731;1048.141;32;-0.18160254;154
143;40.91507406;-4.880707676;Adaja;1217.723261;94.796;997.779;32;-0.18160254;145
144;40.91271628;-4.867089308;Adaja;1652.419831;94.092;891.551;34;-0.19160254;137
145;40.91146724;-4.863354579;Adaja;1712.319129;93.763;724.216;32;-0.19160254;118
146;40.90753986;-4.772312381;Adaja;2707.464564;81.943;321.3;14;-0.203923048;44
147;40.90674108;-4.77923733;Adaja;3294.959045;82.38;181.296;15;-0.203923048;42
148;40.90631404;-4.775315346;Adaja;2967.059011;81.888;299.824;15;-0.203923048;43
149;40.90626701;-4.772422028;Adaja;2723.686206;81.566;129.131;14;-0.203923048;43
150;40.90156986;-4.81549953;Adaja;3096.521678;86.385;708.454;29;-0.190262794;47
151;40.90153401;-4.770622918;Adaja;2595.448643;79.858;91.617;16;-0.200262794;43
152;40.91551936;-5.078237554;Trabancos;2624.38322;89.831;1009.545;17;-0.204903811;15
153;40.89067077;-5.066952443;Trabancos;302.905199;85.036;602.532;24;-0.181243557;7
154;40.89063868;-5.066402759;Trabancos;331.3932433;84.942;262.514;24;-0.181243557;7
155;40.86077317;-5.056942829;Trabancos;3677.885081;85.282;728.543;23;-0.182583302;8
156;40.90586761;-5.059252583;Trabancos;805.9318207;85.064;656.538;22;-0.194903811;11
157;40.86594903;-5.05390612;Trabancos;3278.664022;83.844;1502.593;26;-0.191243557;6
158;40.84583136;-5.04356484;Trabancos;5687.58853;87.183;1626.112;17;-0.182583302;6
159;40.90673108;-5.044724445;Zapardiel;227.7024119;83.239;795.555;20;-0.204903811;13
160;40.90710386;-5.042854324;Zapardiel;178.5590233;83.132;1245.087;20;-0.204903811;14
161;40.92112886;-5.041353788;Zapardiel;1465.818553;85.616;1477.106;20;-0.201243557;16
162;40.89685208;-5.036775814;Zapardiel;1086.861531;81.177;309.022;24;-0.196243557;11
163;40.84795739;-5.030697186;Trabancos;6081.162334;85.37;1574.122;19;-0.173923048;0
164;40.88655705;-5.033535071;Zapardiel;2228.00022;80.213;862.566;27;-0.201243557;1
165;40.8926752;-5.03259192;Zapardiel;1680.110266;80.496;1651.128;25;-0.191243557;9
166;40.91661888;-5.033815336;Zapardiel;681.6966613;84.167;1385.66;20;-0.201243557;15
167;40.88018795;-5.026333974;Zapardiel;3167.633964;79.76;2661.219;28;-0.186243557;0
168;40.88164799;-5.024637544;Zapardiel;3113.235458;79.689;1072.589;28;-0.186243557;0
169;40.90496193;-5.019983105;Zapardiel;1070.271426;81.557;203.353;23;-0.186243557;12
170;40.92825983;-5.019232429;Zapardiel;1137.714234;86.293;973.844;14;-0.204903811;16
171;40.8499479;-5.012733424;Zapardiel;4210.60071;84.406;1027.767;18;-0.192583302;0
172;40.92738597;-5.014267079;Zapardiel;826.457365;86.104;641.139;16;-0.196243557;16
173;40.8876838;-5.00941016;Zapardiel;2463.257938;79.927;6561.373;30;-0.177583302;32
174;40.9075008;-5.01090882;Zapardiel;1243.340292;82.073;580.734;24;-0.187583302;42
175;40.8725128;-5.002251279;Zapardiel;3459.167114;80.669;2651.229;26;-0.178923048;11
176;40.91763012;-4.999556374;Zapardiel;788.4001514;84.484;443.288;24;-0.196243557;29
177;40.87507629;-4.993526967;Zapardiel;2244.748911;81.335;2266.881;24;-0.170262794;12
178;40.88619375;-4.985921017;Zapardiel;1580.701144;82.089;642.632;22;-0.173923048;42
179;40.91987061;-4.984840885;Zapardiel;1242.478306;86.113;550.6;22;-0.183923048;38
180;40.89025979;-4.978502092;Zapardiel;948.4680231;83.288;974.116;24;-0.183923048;61
181;40.88794745;-4.971267172;Zapardiel;767.5783974;84.45;848.608;22;-0.193923048;70
182;40.88630875;-4.962153497;Zapardiel;33.12388239;86.075;1423.432;19;-0.180262794;45
183;40.87041347;-4.95941509;Zapardiel;677.8549074;87.408;719.721;16;-0.198923048;12
184;40.91827345;-4.959904824;Zapardiel;586.1939262;88.873;818.415;26;-0.193923048;80
185;40.92640224;-4.959030091;Zapardiel;755.2350188;90.129;12395.926;24;-0.185262794;79
186;40.88261569;-4.951949051;Zapardiel;574.387195;88.037;487.279;16;-0.190262794;49
187;40.92627403;-4.953453326;Zapardiel;823.329459;90.757;397.818;24;-0.185262794;86
188;40.88105976;-4.949927492;Zapardiel;716.302028;88.505;222.086;12;-0.190262794;48
189;40.87838204;-4.946061662;Zapardiel;956.2240395;89.357;209.395;16;-0.190262794;50
190;40.92743549;-4.945773631;Zapardiel;723.6983171;91.778;473.739;27;-0.185262794;105
191;40.94965458;-4.942740381;Zapardiel;629.442138;94.736;1024.966;26;-0.183923048;84
192;40.93770051;-4.94178536;Zapardiel;402.1284812;93.392;769.498;26;-0.180262794;121
193;40.93104404;-4.940556032;Zapardiel;195.7309979;92.736;328.888;25;-0.180262794;119
194;40.94928426;-4.941323401;Zapardiel;751.2311948;94.783;705.468;27;-0.183923048;87
195;40.88505983;-4.933333948;Zapardiel;210.2384536;91.237;4290.218;16;-0.17660254;90
196;40.84011515;-5.159029626;Tormes;6710.990982;119.498;825.486;27;-0.182583302;0
197;40.85717068;-5.156224985;Tormes;4990.474066;114.349;229.997;20;-0.199903811;2
198;40.84265636;-5.146720028;Tormes;5841.675209;114.964;1710.988;30;-0.184903811;1
199;40.86160376;-5.147103971;Trabancos;4125.171667;110.519;2242.986;22;-0.181243557;4
200;40.83682692;-5.145146061;Tormes;6302.533235;116.188;1476.994;32;-0.194903811;2
201;40.86119166;-5.13285288;Trabancos;3427.392608;106.017;848.003;24;-0.194903811;4
202;40.87513618;-5.124016872;Trabancos;1692.885353;101.094;1342.515;18;-0.189903811;6
203;40.8370001;-5.118663527;Tormes;5788.794572;107.94;575.008;35;-0.199903811;3
204;40.85653923;-5.117793982;Trabancos;3617.761269;102.162;1141.517;26;-0.189903811;7
205;40.89373284;-5.115527481;Trabancos;449.6974257;97.419;1472.526;15;-0.189903811;6
206;40.88853918;-5.114180648;Trabancos;75.83341184;97.098;1267.523;16;-0.189903811;10
207;40.9406613;-5.116291306;Trabancos;4895.174192;101.64;5767.608;5;-0.186243557;30
208;40.85332921;-5.110146733;Trabancos;4004.074371;100.538;626.012;29;-0.199903811;3
209;40.87780099;-5.111722544;Trabancos;1283.955276;97.037;1121.022;16;-0.199903811;7
210;40.92325941;-5.10585936;Trabancos;3700.309063;96.952;3686.101;10;-0.191243557;13
211;40.87851296;-5.098597096;Trabancos;1309.431144;93.065;1659.048;17;-0.194903811;3
212;40.86687025;-5.090203438;Trabancos;2664.7118;91.98;1379.782;20;-0.186243557;4
213;40.9478356;-5.092331811;Trabancos;6310.643654;98.264;1863.068;5;-0.209903811;41
214;40.85251773;-5.084659883;Trabancos;4295.826501;93.432;1389.555;28;-0.186243557;6
215;40.9278454;-5.085789428;Trabancos;4045.756558;93.359;4933.199;14;-0.204903811;23
216;40.78378853;-4.884840513;Adaja;9775.115531;111.911;229.013;5;-0.211243557;5
217;40.8058089;-4.897818989;Adaja;7247.189351;106.235;222.295;10;-0.198923048;0
218;40.81252751;-4.914628332;Adaja;5718.960782;105.532;1194.086;13;-0.203923048;4
219;40.81299932;-4.867185361;Adaja;7752.27674;98.192;130.547;8;-0.221243557;4
220;40.81542807;-4.864812231;Adaja;7408.771325;96.976;10027.059;8;-0.203923048;3
221;40.81912984;-4.861611402;Adaja;6905.082254;95.227;357.166;9;-0.212583302;2
222;40.82249906;-4.924569484;Adaja;4337.75603;102.599;1309.888;11;-0.19160254;5
223;40.83711297;-4.801111714;Adaja;2245.556408;68.921;226.197;12;-0.236243557;3
224;40.83908435;-4.926875262;Adaja;3099.928837;98.157;357.556;13;-0.17660254;3
225;40.842669;-4.896589595;Adaja;5817.835341;97.849;1858.639;15;-0.18660254;4
226;40.84355468;-4.856078474;Adaja;4345.165816;90.371;398.333;14;-0.200262794;4
227;40.85457331;-4.764446163;Adaja;1199.097382;60.594;3187.034;14;-0.213923048;20
228;40.8563235;-4.763775567;Adaja;1395.562224;61.032;23561.639;13;-0.213923048;26
229;40.85594682;-4.790358508;Adaja;48.20478787;67.83;454.553;16;-0.222583302;9
230;40.85782777;-4.751279176;Adaja;1194.299186;60.028;109.982;13;-0.222583302;56
231;40.85821176;-4.816394756;Adaja;1033.752195;77.45;8965.329;17;-0.217583302;14
232;40.8581087;-4.885135652;Adaja;4367.642436;95.24;591.226;12;-0.19660254;8
233;40.85821644;-4.750852423;Adaja;1155.815473;60.134;352.222;13;-0.222583302;57
234;40.86000527;-4.861785387;Adaja;3051.869943;91.482;1187.567;15;-0.200262794;10
235;40.86229459;-4.878514593;Adaja;3658.072895;94.282;2913.739;12;-0.19660254;8
236;40.86346624;-4.752627321;Adaja;1278.230835;62.359;229.041;12;-0.213923048;43
237;40.86398579;-4.803264147;Adaja;162.7571852;74.133;535.925;19;-0.213923048;15
238;40.86643802;-4.802793646;Adaja;415.0512929;74.652;30406.558;20;-0.213923048;14
239;40.86615596;-4.826161692;Adaja;751.1736172;82.074;505.963;15;-0.217583302;16
240;40.86792324;-4.77860042;Adaja;1749.604888;68.384;129.454;21;-0.227583302;19
241;40.86827704;-4.871226024;Adaja;2728.762363;93.131;1310.572;15;-0.20660254;7
242;40.87626359;-4.773554828;Adaja;2779.247686;70.588;1490.37;21;-0.217583302;20
243;40.87847267;-4.841110334;Adaja;315.3919378;87.776;4763.54;18;-0.195262794;12
244;40.87832266;-4.890059525;Adaja;2702.509233;94.597;630.278;17;-0.195262794;12
245;40.88268126;-4.860971429;Adaja;879.800324;91.91;1007.044;22;-0.182942286;10
246;40.8902021;-4.775841715;Adaja;3095.848642;76.364;13909.96;19;-0.208923048;50
247;40.89079139;-4.913041391;Zapardiel;1974.849936;93.588;1229.348;25;-0.19160254;96
248;40.89149656;-4.773016717;Adaja;2853.299865;76.463;6702.225;19;-0.203923048;49
249;40.89151597;-4.821532013;Adaja;1863.459351;85.5;2655.959;27;-0.190262794;22
250;40.8927634;-4.892309374;Zapardiel;1453.033474;94.461;389.128;22;-0.18160254;54
251;40.779783;-5.195756774;Tormes;14144.9849;151.801;1515.432;41;-0.176243557;0
252;40.77309023;-5.200655701;Tormes;15011.88876;155.693;2441.879;39;-0.176243557;0
253;40.81629621;-5.155036149;Tormes;8728.177145;126.429;856.249;46;-0.179903811;3
254;40.79259255;-5.15173133;Tormes;11131.62672;135.83;342.639;53;-0.181243557;3
255;40.73682933;-5.145235309;Tormes;14768.11568;162.916;373.271;33;-0.166243557;0
256;40.77704349;-5.148070139;Tormes;12733.3142;142.532;160.649;54;-0.189903811;0
257;40.77598593;-5.14671348;Tormes;12824.49623;142.8;307.031;54;-0.181243557;0
258;40.74949231;-5.143410574;Tormes;15673.72604;155.935;273.8;38;-0.167583302;0
259;40.82771037;-5.144969135;Tormes;7240.568698;119.194;1287.657;37;-0.176243557;1
260;40.7797712;-5.13935713;Tormes;12298.56305;139.135;187.467;53;-0.181243557;0
261;40.82045535;-5.141841668;Tormes;7927.152992;120.964;435.353;44;-0.171243557;5
262;40.77028281;-5.135675892;Tormes;13297.40379;143.341;140.615;48;-0.172583302;0
263;40.74766663;-5.131729382;Tormes;15760.88602;154.922;399.495;30;-0.176243557;0
264;40.83198793;-5.137260926;Tormes;6589.601537;115.343;1146.621;37;-0.194903811;3
265;40.79959284;-5.130097808;Tormes;10009.40751;126.975;153.776;47;-0.186243557;2
266;40.80911996;-5.125601321;Tormes;8917.385339;121.25;873.73;43;-0.177583302;0
267;40.79635166;-5.124397916;Tormes;10322.79277;127.157;361.046;46;-0.177583302;0
268;40.81052177;-5.124080957;Tormes;8751.448862;120.201;790.324;41;-0.177583302;0
269;40.79376958;-5.12179092;Tormes;10596.46308;127.765;626.325;46;-0.172583302;0
270;40.82747891;-5.123044757;Tormes;6867.51862;112.699;314.95;36;-0.181243557;3
271;40.83159587;-5.121401938;Tormes;6400.813514;110.743;453.877;37;-0.181243557;5
272;40.81498648;-5.119409856;Tormes;8234.082597;116.873;352.875;38;-0.181243557;5
273;40.82794421;-5.117761241;Tormes;6791.718533;110.992;240.038;37;-0.181243557;10
274;40.83101864;-5.117852583;Tormes;6450.570035;109.855;269.393;37;-0.181243557;10
275;40.79890643;-5.11471318;Tormes;10015.3289;123.491;122.973;40;-0.172583302;12
276;40.82734014;-5.115738371;Tormes;6857.206735;110.632;614.421;37;-0.181243557;11
277;40.79596742;-5.112521109;Tormes;10345.27484;124.437;303.625;39;-0.186243557;10
278;40.79861668;-5.110946288;Tormes;10055.9456;122.718;413.981;39;-0.189903811;14
279;40.82019304;-5.109101499;Tormes;7677.28735;111.723;75.215;34;-0.172583302;16
280;40.79924992;-5.10709708;Tormes;10010.35519;121.494;711.322;36;-0.191243557;17
281;40.82059886;-5.100531394;Tormes;7704.155102;109.284;75.328;29;-0.191243557;18
282;40.7816709;-5.090576402;Tormes;12088.13371;127.833;337.909;19;-0.168923048;0
283;40.77000436;-5.087350478;Tormes;13404.78715;134.326;342.703;12;-0.173923048;0
284;40.80846142;-5.050663805;Trabancos;9460.600104;105.386;1823.625;10;-0.182583302;5
285;40.83553032;-5.036979316;Trabancos;6984.651681;90.377;415.029;12;-0.173923048;0
286;40.83530783;-5.035947528;Trabancos;7053.440771;90.363;151.011;12;-0.173923048;0
287;40.83498196;-5.035208432;Trabancos;7118.732774;90.449;165.013;12;-0.173923048;0
288;40.84159178;-5.030821411;Trabancos;6689.408009;87.534;1505.617;16;-0.168923048;0
289;40.84099077;-5.029808357;Trabancos;6793.511649;87.739;905.57;16;-0.177583302;0
290;40.84448523;-5.010872161;Zapardiel;4298.045442;86.228;755.044;18;-0.192583302;0
291;40.806071;-4.984101894;Zapardiel;5324.286447;105.091;292.395;9;-0.19160254;0
292;40.76953155;-4.980752656;Adaja;9155.080811;125.316;645.251;4;-0.17660254;0
293;40.83563854;-4.970537652;Zapardiel;1859.260959;93.451;628.624;13;-0.17160254;3
294;40.80298886;-4.960726725;Zapardiel;5277.426145;108.004;742.132;11;-0.172942286;4
295;40.82960133;-4.957317218;Zapardiel;2336.668714;97.429;547.323;11;-0.182942286;7
296;40.79860269;-4.954119505;Zapardiel;5788.840821;110.349;189.611;11;-0.18660254;0
297;40.77240346;-4.9472882;Adaja;8744.268192;122.938;298.122;4;-0.185262794;0
298;40.83528249;-4.951956508;Zapardiel;1835.367132;96.268;2154.864;12;-0.17160254;7
299;40.81797946;-4.944152877;Zapardiel;3864.217275;102.94;381.751;11;-0.18160254;5
300;40.7818806;-5.186336177;Tormes;13467.95931;148.873;619.802;42;-0.176243557;0
