Pos;Latitud;Longitud;Cuenca;Distancia;Variacion;area;EC;Rosa;Regadios
1002;40.12728602;-5.302338113;Tietar;10242.25872;312.523;201.943;24;0.077320508;109
1003;40.28462488;-5.312491655;Tormes;17894.63126;296.302;5492.891;35;-0.162942286;0
1004;40.12988803;-5.300315375;Tietar;9993.51983;312.541;2699.695;24;0.063660254;139
1005;40.12948726;-5.299306941;Tietar;9923.621631;312.536;1300.793;24;0.058660254;138
1006;40.26323611;-5.305341556;Tormes;15650.25102;304.067;41655.06;37;-0.111961524;0
1007;40.26666465;-5.302849763;Tormes;15812.05904;304.719;15833.113;38;-0.135621778;0
1008;40.12089442;-5.291847306;Tietar;9648.971723;312.46;2144.092;15;0.08;117
1009;40.28043069;-5.304189709;Tormes;17103.00283;301.963;3784.35;36;-0.147942286;0
1010;40.26030232;-5.301291434;Tormes;15179.50269;306.342;3062.94;38;-0.135621778;0
1011;40.13130458;-5.148977166;Tietar;3060.641003;335.715;1696.806;83;-0.022320508;12
1012;40.15963737;-5.150828038;Tietar;19.75504071;344.935;1704.976;63;-0.054641016;11
1013;40.16386936;-5.15042182;Tietar;391.6166787;347.121;7206.553;57;-0.059641016;9
1014;40.15910815;-5.15010162;Tietar;101.2629765;345.035;749.435;64;-0.054641016;11
1015;40.13010385;-5.147977413;Tietar;3205.337844;335.76;660.533;83;-0.022320508;9
1016;40.13431608;-5.148180387;Tietar;2741.591767;336.902;343.604;83;-0.022320508;8
1017;40.14311631;-5.148528673;Tietar;1781.68502;339.586;73.103;82;-0.032320508;10
1018;40.16740097;-5.14954695;Tietar;713.883989;349.151;4053.189;53;-0.049641016;9
1019;40.15715769;-5.148670485;Tietar;353.4260687;344.862;1643.723;68;-0.044641016;13
1020;40.13194514;-5.145523108;Tietar;3046.770255;337.057;1542.967;83;-0.007320508;3
1021;40.12740039;-5.14489499;Tietar;3550.269441;335.939;1102.147;82;-0.013660254;3
1022;40.15910085;-5.145829169;Tietar;267.4194853;347.098;40695.692;65;-0.059641016;6
1023;40.14816132;-5.145499345;Tietar;1384.075457;342.666;898.717;80;-0.040980762;2
1024;40.16275539;-5.145774719;Tietar;99.24684605;348.71;8071.678;59;-0.059641016;7
1025;40.12547641;-5.143204048;Tietar;3791.509734;335.92;1209.577;80;-0.005;4
1026;40.17017107;-5.14643233;Tietar;872.1726027;352.159;701.731;51;-0.059641016;7
1027;40.14216874;-5.143561858;Tietar;2063.857166;341.183;5411.823;82;-0.030980762;1
1028;40.13718905;-5.14273253;Tietar;2597.670222;339.746;5426.288;85;-0.017320508;1
1029;40.16551331;-5.144830621;Tietar;340.4696433;350.559;2100.752;56;-0.05830127;7
1030;40.13167865;-5.140850132;Tietar;3226.413792;338.553;949.053;81;-0.013660254;1
1031;40.14378761;-5.140068323;Tietar;2035.553677;343.077;309.876;80;-0.030980762;0
1032;40.13132536;-5.137889129;Tietar;3376.776674;339.486;299.345;81;-0.005;1
1033;40.15130579;-5.13815556;Tietar;1351.362626;346.955;1684.584;71;-0.030980762;0
1034;40.12106522;-5.133093962;Tietar;4597.591277;337.722;2286.282;75;-0.003660254;1
1035;40.15163498;-5.125870518;Tietar;1399.941251;352.349;623.314;61;-0.059641016;0
1036;40.12702511;-5.122119894;Tietar;4041.228941;343.081;1063.268;72;-0.032320508;0
1037;40.11756582;-5.120264668;Tietar;5070.142256;340.367;6305.623;56;-0.013660254;0
1038;40.15141771;-5.121150222;Tietar;1335.397235;354.29;4029.703;61;-0.039641016;0
1039;40.13565221;-5.118483862;Tietar;3055.176513;347.815;527.491;69;-0.027320508;0
1040;40.15299749;-5.118863985;Tietar;1141.588289;356.051;718.247;58;-0.04830127;0
1041;40.14960508;-5.117781238;Tietar;1506.722262;354.684;2147.633;59;-0.039641016;0
1042;40.16257063;-5.116793733;Tietar;64.84170335;362.524;2624.635;50;-0.045980762;0
1043;40.14839167;-5.112343119;Tietar;1593.875314;356.269;1231.995;57;-0.025980762;0
1044;40.13313819;-5.109118193;Tietar;3274.422258;349.931;1430.839;60;-0.008660254;0
1045;40.1256583;-5.106095822;Tietar;4116.966559;347.525;3229.241;50;-0.023660254;0
1046;40.13197935;-5.100583095;Tietar;3462.007019;352.169;1216.72;44;-0.028660254;0
1047;40.15979023;-5.093189225;Tietar;869.4676312;371.122;1383.3;30;-0.015980762;17
1048;40.15865535;-5.092109451;Tietar;1023.436209;370.769;1244.281;28;-0.03830127;17
1049;40.1566456;-5.088992691;Tietar;1350.618523;370.654;800.638;23;-0.034641016;15
1050;40.14992784;-5.071593519;Zapardiel;2907.891284;371.945;410.816;16;-0.044641016;6
1051;40.16663978;-5.291139785;Tietar;8909.316615;312.484;1795.444;26;-0.013660254;68
1052;40.16337882;-5.285824841;Tietar;8413.850462;312.602;1047.306;26;-0.013660254;68
1053;40.15179661;-5.275492077;Tietar;7490.0511;312.765;1890.965;25;0.006339746;134
1054;40.16239673;-5.27248996;Tietar;7272.777832;313.055;418.794;23;-0.008660254;75
1055;40.16465108;-5.271755903;Tietar;7243.528945;313.143;632.342;21;-0.005;58
1056;40.11800941;-5.229148817;Tietar;5413.84997;315.4;2220.53;22;0.053660254;103
1057;40.1459518;-5.229452662;Tietar;3696.766423;316.642;1051.021;19;0.033660254;93
1058;40.13343443;-5.223746165;Tietar;3892.331662;316.742;323.782;27;0.031339746;139
1059;40.13831348;-5.217233735;Tietar;3122.857848;318.21;1960.912;31;0.035;128
1060;40.13926044;-5.214689978;Tietar;2886.195061;318.785;6025.353;35;0.023660254;109
1061;40.16499676;-5.19856312;Tietar;1451.138036;327.145;375.653;37;-0.037320508;16
1062;40.14712616;-5.196273566;Tietar;1135.70228;324.232;5007.58;64;-0.005;98
1063;40.11722478;-5.187428244;Tietar;4188.293426;322.402;8458.242;65;0.038660254;59
1064;40.15544082;-5.187439812;Tietar;51.71043829;328.732;909.306;59;-0.035980762;66
1065;40.13553564;-5.185646767;Tietar;2162.000727;325.325;651.586;77;0.01;107
1066;40.14127517;-5.176885038;Tietar;1637.124086;329.046;613.721;78;-0.008660254;102
1067;40.12445239;-5.17541155;Tietar;3507.042202;326.307;687.442;78;0.01;91
1068;40.15205524;-5.176909239;Tietar;450.1107879;331.607;4234.298;70;-0.032320508;88
1069;40.12252915;-5.173715354;Tietar;3739.474488;326.436;5946.121;76;0.02;75
1070;40.1186193;-5.168018642;Tietar;4239.454586;327.287;612.905;74;0.028660254;25
1071;40.13851387;-5.167971696;Tietar;2049.988776;331.374;552.575;83;-0.015;54
1072;40.13600102;-5.162296838;Tietar;2396.136174;332.551;1539.885;85;-0.017320508;36
1073;40.13129572;-5.161817555;Tietar;2919.962277;331.611;2206.481;86;-0.005;35
1074;40.15779664;-5.161889977;Tietar;0.755700762;339.374;8462.615;64;-0.045980762;22
1075;40.14005628;-5.159655569;Tietar;1981.562574;334.585;218.792;85;-0.022320508;32
1076;40.14484786;-5.158804968;Tietar;1462.946997;336.252;483.197;82;-0.027320508;28
1077;40.13752292;-5.157889219;Tietar;2280.729663;334.443;278.245;85;-0.017320508;23
1078;40.14173397;-5.158118125;Tietar;1813.795539;335.629;575.428;84;-0.032320508;25
1079;40.12286409;-5.156262814;Tietar;3915.073426;331.322;3305.452;83;0.006339746;22
1080;40.1550582;-5.156872278;Tietar;358.360447;340.547;639.182;69;-0.042320508;18
1081;40.15771944;-5.156170203;Tietar;72.39637149;341.78;1030.745;65;-0.050980762;16
1082;40.12550915;-5.152640362;Tietar;3662.641212;333.029;1502.473;84;-0.003660254;22
1083;40.12026838;-5.150697217;Tietar;4262.169106;332.371;23870.072;79;0.01;11
1084;40.14168226;-5.153250096;Tietar;1873.00698;337.403;332.54;84;-0.027320508;22
1085;40.14775432;-5.152161209;Tietar;1214.136636;339.828;247.896;79;-0.040980762;20
1086;40.15561969;-5.152721229;Tietar;351.4164124;342.516;258.542;66;-0.040980762;16
1087;40.11518556;-5.192916598;Tietar;4437.17655;321.015;12151.373;58;0.038660254;44
1088;40.11011418;-5.187292091;Tietar;4977.88582;321.632;1452.52;59;0.038660254;18
1089;40.09035667;-5.186003686;Tietar;7173.004578;320.038;113.748;33;0.075980762;1
1090;40.09123322;-5.184539431;Tietar;7079.314236;320.381;410.329;34;0.065980762;2
1091;40.11135406;-5.182472054;Tietar;4861.832506;322.79;599.314;62;0.047320508;17
1092;40.10215005;-5.178663149;Tietar;5922.468591;322.511;20303.385;51;0.048660254;6
1093;40.1119569;-5.179345914;Tietar;4834.552451;323.52;846.928;64;0.047320508;19
1094;40.11091536;-5.179366527;Tietar;4948.957311;323.393;94.962;63;0.047320508;9
1095;40.11175336;-5.171664409;Tietar;4950.764467;325.25;149.295;65;0.033660254;8
1096;40.11396037;-5.171809249;Tietar;4706.038491;325.556;204.768;69;0.033660254;15
1097;40.11627383;-5.170256527;Tietar;4470.32465;326.309;183.41;72;0.028660254;18
1098;40.11704745;-5.169493645;Tietar;4394.477052;326.599;411.807;74;0.02;22
1099;40.10416165;-5.166680205;Tietar;5847.356334;325.242;3168.615;56;0.052320508;3
1100;40.10938549;-5.164194573;Tietar;5302.651854;326.664;24572.108;60;0.042320508;3
1101;40.09831175;-5.162804516;Tietar;6538.652744;325.213;306.43;52;0.043660254;3
1102;40.11381325;-5.159436923;Tietar;4873.568154;328.624;7568.263;69;0.018660254;3
1103;40.11016779;-5.153634365;Tietar;5342.702916;329.367;922.466;62;0.028660254;3
1104;40.11543588;-5.153790447;Tietar;4760.406662;330.396;1667.922;74;0.015;6
1105;40.10644889;-5.151201853;Tietar;5779.838972;329.232;1843.583;60;0.028660254;3
1106;40.11357693;-5.150641331;Tietar;5000.403333;330.847;1115.516;70;0.01;3
1107;40.11530044;-5.143779357;Tietar;4886.0634;333.071;316.677;76;0.01;3
1108;40.10736145;-5.141206738;Tietar;5792.901432;331.836;2749.452;62;0.016339746;3
1109;40.11555026;-5.140315645;Tietar;4920.542371;334.103;781.066;74;0.001339746;3
1110;40.10540926;-5.134366466;Tietar;6139.001917;333.092;990.687;58;0.02;2
1111;40.20590414;-4.627832228;Tietar;19392.75417;240.471;1387.747;1;-0.06830127;0
1112;40.36344879;-4.792547593;Alberche;20396.99769;326.204;3866.832;3;-0.101961524;0
1113;40.38984104;-4.502728284;Alberche;3286.048698;230.45;1378.006;8;-0.130621778;0
1114;40.36138303;-4.485900539;Alberche;3164.893816;230.221;1614.842;9;-0.15160254;0
1115;40.36176983;-4.475397939;Alberche;2679.807383;230.262;458.532;9;-0.16160254;0
1116;40.34453645;-4.645112132;Tietar;12803.86156;235.525;2248.403;7;-0.124282032;0
1117;40.35523837;-4.484439691;Alberche;2563.182361;230.15;776.772;9;-0.124282032;0
1118;40.35365006;-4.485322942;Alberche;2475.656949;230.117;565.481;9;-0.129282032;0
1119;40.35269727;-4.485298346;Alberche;2397.840419;230.102;915.648;9;-0.120621778;0
1120;40.3495872;-4.489587105;Alberche;2317.264113;229.988;4112.447;9;-0.134282032;0
1121;40.35138188;-4.453306334;Alberche;886.4084397;230.303;291.241;7;-0.134282032;0
1122;40.33428638;-4.621080231;Tietar;12546.25571;229.193;2452.522;9;-0.17160254;0
1123;40.3273172;-4.645088343;Tietar;14277.34632;232.248;2560.721;9;-0.139282032;0
1124;40.30945985;-4.745451755;Tietar;21680.38427;284.204;737.045;3;-0.08330127;26
1125;40.31518575;-4.657410666;Tietar;15980.97576;233.717;1113.139;10;-0.152942286;1
1126;40.31017197;-4.642370233;Tietar;15767.17472;228.975;1054.335;9;-0.227583302;1
1127;40.3100524;-4.641772256;Tietar;15753.46272;228.789;2341.86;9;-0.222583302;1
1128;40.32531767;-4.468227213;Alberche;970.9293295;230.075;2786.707;7;-0.17660254;0
1129;40.31103479;-4.599854015;Tietar;11134.54806;223.547;2280.967;11;-0.213923048;0
1130;40.31290511;-4.550595259;Tietar;7046.544997;225.033;3063.135;4;-0.120621778;0
1131;40.31227029;-4.549507602;Tietar;6982.718053;225.041;4276.385;4;-0.125621778;0
1132;40.30543175;-4.605177259;Tietar;11726.29619;223.2;1903.173;11;-0.223923048;0
1133;40.26547948;-4.692414901;Zapardiel;22223.01146;247.98;572.253;3;-0.086961524;0
1134;40.26270272;-4.683219653;Tietar;22071.24248;243.81;567.291;3;-0.086961524;0
1135;40.26155907;-4.691183068;Tietar;22533.49272;247.806;8759.631;3;-0.085621778;0
1136;40.2586262;-4.686186594;Tietar;22589.28461;245.763;256.422;3;-0.091961524;0
1137;41.05631328;-5.149069734;Zapardiel;17603.22986;121.548;241.041;12;-0.183923048;21
1138;41.03476199;-5.124744093;Zapardiel;15167.4589;116.426;28732.683;18;-0.187583302;15
1139;40.81133704;-4.482239353;Zapardiel;353.172351;139.568;2341.025;1;-0.21660254;1
1140;40.32380674;-5.518627018;Tormes;4172.571367;171.552;6434.677;10;-0.069641016;13
1141;40.3118189;-4.561830258;Tietar;7991.262492;224.244;39358.285;4;-0.149282032;0
1142;40.67857302;-4.455012315;Adaja;152.2965342;176.366;1973994.131;4;-0.071961524;0
1143;40.67049393;-4.709915391;Adaja;3230.871008;155.966;158067.385;7;-0.153923048;0
1144;40.66469775;-4.223175119;Alberche;12968.55598;193.942;43821.957;4;-0.116961524;0
1145;40.74723263;-5.054347356;Zapardiel;13941.99654;144.259;199321.717;6;-0.173923048;0
1146;40.7047921;-4.693955961;Adaja;1747.452417;150.551;3600598.58;5;-0.160262794;0
1147;40.75853675;-4.697526425;Adaja;1868.567007;108.244;51027.964;3;-0.203923048;0
1148;40.32922252;-5.4822629;Tormes;4918.370637;175.091;5125.728;6;-0.059641016;0
1149;40.38154336;-5.539928193;Tormes;2541.45222;170.259;3080.906;12;-0.070980762;6
1150;40.38978416;-5.254234231;Tormes;16261.46821;317.398;9513.986;4;-0.101961524;4
1151;40.29682846;-5.534219744;Tormes;7200.072109;183.789;3478.327;5;-0.069641016;16
1152;40.27741762;-5.489634394;Tormes;9777.112826;202.802;1040.335;2;-0.005;10
1153;40.3934356;-5.606383765;Tormes;7876.497913;183.589;3093.651;11;-0.072320508;18
1154;40.9877931;-4.820036021;Adaja;3586.879426;90.753;70489.037;24;-0.180262794;301
1155;40.28571141;-5.627977795;Tormes;12191.83893;200.308;2580.253;3;0.045980762;0
1156;40.96676828;-4.758848148;Adaja;1278.557097;88.782;86500.45;11;-0.208923048;158
1157;40.30038927;-5.567921072;Tormes;7722.069332;184.674;6882.426;6;-0.039641016;0
1158;40.94521654;-4.666534769;Adaja;3820.90362;92.471;37484.838;2;-0.208923048;14
1159;40.49202701;-5.232308764;Tormes;5431.41858;267.346;7797.92;0;-0.167942286;0
1160;40.59173825;-5.311565674;Tormes;11488.63033;227.778;109962.085;75;-0.080980762;0
1161;40.1701896;-5.239231498;Tietar;4706.77009;317.185;9.595;14;-0.023660254;13
1162;40.21946116;-5.249655272;Tietar;8898.168293;323.384;9.588;12;-0.105621778;0
1163;40.2431324;-5.602776701;Tormes;14727.9697;215.824;9.583;4;0.076961524;0
1164;40.23340706;-5.215525606;Tietar;9029.317339;344.419;9.585;3;-0.060980762;0
1165;40.26635365;-5.287545404;Tormes;15010.506;312.325;9.581;37;-0.130621778;0
1166;40.61411197;-4.493316211;Alberche;1191.860476;191.385;9.534;3;-0.028660254;0
1167;40.2571499;-5.276911914;Tormes;13656.84615;317.598;9.582;35;-0.134282032;0
1168;40.32151314;-5.486382153;Tormes;5384.978732;176.887;9.572;8;-0.059641016;10
1169;40.26283828;-5.2707412;Tormes;13911.67297;320.993;9.581;33;-0.162942286;0
1170;40.29970368;-5.292458784;Tormes;18382.04872;306.311;9.576;28;-0.16660254;0
1171;40.27180073;-5.300406657;Tormes;16138.59175;305.341;9.579;38;-0.144282032;0
1172;40.49746037;-4.681575551;Alberche;10883.6788;220.816;9.549;4;-0.12830127;0
1173;40.39914956;-4.801258729;Alberche;16372.20136;319.073;9.564;3;-0.060980762;0
1174;40.39008619;-4.883275324;Alberche;17095.41186;423.724;9.565;0;-0.053660254;0
1175;40.709929;-4.538900595;Adaja;2090.271521;157.164;9.52;1;-0.122942286;0
1176;40.37852994;-4.980745541;Alberche;13784.30795;595.567;9.566;1;-0.084641016;0
1177;40.39889125;-4.814319228;Alberche;16156.93335;331.316;9.564;3;-0.055980762;0
1178;40.64046339;-5.279769597;Tormes;11367.41469;213.35;9.528;51;-0.112942286;0
1179;40.54758248;-4.706789745;Adaja;8688.86361;196.16;9.542;7;-0.227583302;2
1180;40.36344879;-4.792547593;Alberche;20396.99769;326.204;3866.837;3;-0.101961524;0
1181;40.15176261;-5.19691782;Tietar;862.8010927;324.847;18153.484;59;-0.013660254;89
1182;40.3022201;-4.75348693;Tietar;22728.93947;291.047;21952.323;2;-0.091961524;20
1183;40.21679172;-4.603918059;Tietar;17132.90794;234.266;3134.096;1;-0.09830127;0
1184;40.30033624;-4.992549174;Tietar;17314.90599;619.114;3026.976;3;-0.027320508;0
1185;40.15892127;-5.333280817;Tietar;12412.84802;311.889;20478.511;23;0.050980762;121
1186;40.31243647;-4.65292028;Tietar;16021.01819;231.971;3443.401;9;-0.17660254;1
1187;40.3747171;-5.170979779;Tormes;16981.71674;408.519;19091.084;3;-0.126961524;6
1188;40.32857931;-5.224248224;Tormes;19529.83464;362.699;7054.886;1;-0.174282032;0
1189;40.39617171;-5.641561184;Tormes;10730.3047;191.181;11905.593;7;-0.070980762;56
1190;40.62311659;-4.645649675;Adaja;789.7973575;161.138;48343.077;5;-0.17660254;0
1191;40.67027082;-5.096780551;Tormes;7697.094929;190.059;123286.546;9;-0.152942286;0
1192;40.41968875;-5.264492274;Tormes;13592.23785;297.457;13778.344;2;-0.139282032;6
1193;40.32568617;-4.651140616;Tietar;14721.27733;233.533;7319.266;10;-0.120621778;0
1194;40.22220647;-4.93564693;Tietar;15104.76062;444.985;20680.939;1;-0.013660254;4
1195;40.47285554;-4.763084622;Alberche;10621.64719;251.865;7852.846;0;-0.054641016;0
1196;40.31108206;-4.75569834;Tietar;22204.00302;293.329;39386.003;2;-0.069641016;23
1197;40.60149911;-4.473526316;Alberche;526.1568639;199.024;98919.365;2;-0.005;0
1198;40.29017975;-4.965716674;Tietar;17712.39044;578.868;9.578;2;-0.037320508;0
1199;40.1702076;-5.23923209;Tietar;4707.536037;317.185;9.595;14;-0.023660254;13
1200;40.3089638;-5.626577284;Tormes;10484.06024;192.89;9.573;6;-0.01;2
1201;40.15950616;-5.014178758;Tietar;7158.843987;391.521;9.597;12;-0.066961524;13
1202;40.52860294;-4.90503491;Adaja;2254.215282;238.742;14043.371;0;-0.120621778;0
1203;40.51305173;-4.446058627;Alberche;9243.813812;228.467;41507.691;1;-0.01;0
1204;40.50806388;-4.445610504;Alberche;9784.112235;229.225;53542.018;1;-0.005;0
1205;40.42497489;-4.511367514;Alberche;438.0903677;230.352;345151.738;3;-0.16660254;0
1206;40.42652249;-4.583987157;Alberche;2787.345641;231.175;8799734.603;0;-0.121961524;0
1207;40.41049899;-4.415670633;Alberche;1297.156783;230.083;991338.124;4;-0.132942286;0
1208;40.38361646;-4.508090247;Alberche;4049.441677;230.462;10107.161;8;-0.134282032;0
1209;40.34163979;-5.596011567;Tormes;6508.479738;179.233;118398.408;8;-0.049641016;1
1210;40.32455445;-5.586471075;Tormes;6701.326782;179.97;19708.114;9;-0.007320508;1
1211;40.33919157;-4.706726616;Tietar;17021.98426;258.672;43022.773;3;-0.069641016;0
1212;40.30315009;-5.687216183;Tormes;15310.32067;206.178;220890.302;7;-0.07830127;0
1213;40.21403461;-5.103460727;Tietar;5265.113845;416.289;82064.204;1;0.018660254;0
1214;40.1114677;-5.282099396;Tietar;9384.16562;312.428;3302214.039;12;0.065;55
1215;40.10769608;-5.216720437;Tietar;5800.864715;316.596;3302214.039;27;0.062320508;52
1216;40.57237379;-4.37773487;Alberche;2537.676302;213.274;53016.309;1;0.018660254;0
1217;40.63809957;-4.323676988;Alberche;3476.531071;197.15;75114.372;1;-0.055980762;0
1218;40.62066805;-4.223123571;Alberche;9009.260628;201.383;1079294.093;2;-0.070980762;0
1219;40.63798403;-4.304169599;Alberche;5370.389132;197.609;218864.877;1;-0.050980762;0
1220;40.55393692;-4.590184648;Alberche;2971.779087;198.704;71041.151;1;-0.120621778;0
1221;40.57271376;-4.645165784;Adaja;2606.456158;181.919;288602.822;7;-0.19660254;0
