Pos,Latitud,Longitud,Cuenca,Distancia,Variacion,area,EC,Rosa,Regadios,Energia,CF,LCOE,Emisiones
2,41.05588081,-5.080377775,Trabancos,10215.4459,113.95,17791.846,40,-0.187583302,65,6073155.132360866,17.27,61.65,1.01
3,41.05598881,-5.122044418,Trabancos,13181.50892,118.331,630.254,22,-0.187583302,61,303325197.39629364,17.33,61.45,50.34
